% Calcite at 40 C (µmol) 
% time(days)    H2   CO2      CH4  H2S    pH    SO4(mM)    1 µmol/L = 0.001mM
0.0 9084   2538  1         1 7.0 4.2
1.1 8318   2311  5        26 7.1 3.4 
2.0 7388   2028  137      63 7.6 2.0 
3.0 1022   290   1383     25 8.1 1.1 
4.0    1    73    1693     7 8.7 2.1
4.3    1    72    1663     7 8.7 1.7
7.0    3    69    1635     6 8.7 2.4
8.2    1    60    1522     5 8.7 1.8
9.0    1    71    1593     6 8.8 2.6
11.1   0    66    1483     5 8.7 1.9
