time_d pH Ptot_atm pH2_atm pCO2_atm pCH4_atm CH4_g_mol H2_g_mol CO2_g_mol SO4 Formate Acetate Ca
0.0 7.0 4.245475469869433 0.0 4.245475469869433 0.0 0.0 0.0 0.0 0.00037000000000000005 0.0 1.0000000000000004e-06 0.004100000000000001
0.96 5.759181895857998 81.4535331730049 9.118583986359397 3.2037777213269965 69.12962657187843 0.7655186442720813 0.10097618629049004 0.0354775759598142 0.0003715734710837183 0.00013834288303190398 5.9539028722724555e-12 0.011374184831742318
1.92 5.758115186521329 81.4488032185906 9.115084294008781 3.2027103537071633 69.12946349721328 0.7655191541424479 0.1009377371916787 0.035465863568162816 0.00037158051021550325 0.00033361062850545664 5.828373000270524e-18 0.011449216386131878
2.88 5.757084827600443 81.44420782843255 9.111685296597 3.2016715133273954 69.1293057710713 0.7655196506605398 0.1009003933624831 0.03545446364712578 0.00037158740672258036 0.0005232648614434114 4.942340864907564e-23 0.011522244748576172
3.84 5.756089081551704 81.43974174118259 9.108382993730384 3.200660187627624 69.12915314473786 0.7655201342854923 0.10086411094726369 0.035443365138640215 0.00037159416358324693 0.0007075283245047577 0.0 0.011593340866335287
4.8 5.755126774804943 81.43540190994196 9.105175035553483 3.199675844057902 69.12900545349204 0.7655206052479858 0.10082886421376763 0.03543256224607632 0.00037160078137342265 0.0008865317210452117 0.0 0.011662541995631798
5.76 5.754197128525081 81.43118709917198 9.102060411980732 3.19871836022263 69.12886259411532 0.7655210635826766 0.10079464214943001 0.035422053673818975 0.0003716072567759462 0.0010603309947268607 0.0 0.011729856527308655
6.72 5.75329807593496 81.42708998670656 9.099033625077842 3.1977862142486178 69.12872426387574 0.7655215099969349 0.10076138442233556 0.0354118227617386 0.0003716135972229298 0.0012292325629488239 0.0 0.011795391278230403
7.68 5.752428803492952 81.42310870153023 9.096093214423904 3.196879107010824 69.12859035114403 0.7655219446156301 0.10072907505492211 0.0354018662651185 0.0003716198006830228 0.0013933175876130975 0.0 0.011859167140314458
8.64 5.751588294827891 81.41924048026861 9.093237061480604 3.1959965365401093 69.12846071285966 0.7655223676604379 0.10069769083841361 0.03539217871273247 0.0003716258688963063 0.0015527039502711362 0.0 0.011921219237260878
9.6 5.750775441760757 81.41548192682677 9.090462587666 3.195137842337789 69.12833519180222 0.7655227794293782 0.10066720350051221 0.03538275288907987 0.00037163180305385587 0.001707535248702326 0.0 0.011981593873659529
10.56 5.749989879080646 81.4118328304047 9.087769575686277 3.194303076455214 69.1282137423355 0.7655231798833448 0.10063761070939087 0.03537358939608693 0.00037163760006185607 0.0018578233448006275 0.0 0.012040287304007044
11.52 5.7492298965989965 81.40828703728376 9.085153413681365 3.1934909466158765 69.12809611457106 0.7655235696263503 0.10060886184869092 0.03536467408241247 0.00037164326877371255 0.002003825305449447 0.0 0.012097390204498515
12.48 5.748494894469845 81.40484305206877 9.082612944869732 3.1927011971420285 69.1279822254582 0.7655239487666532 0.10058094425490663 0.03535600416769693 0.00037164880526227454 0.002145605459174686 0.0 0.012152920479806437
13.44 5.747783590852157 81.40149625318745 9.080144704593302 3.1919328576265285 69.12787188826098 0.7655243177567417 0.10055381990295868 0.03534756902566352 0.0003716542175387946 0.0022833569304491434 0.0 0.012206946252731258
14.4 5.747095239949015 81.39824422824469 9.077746869526075 3.1911854469969216 69.1277649948466 0.7655246768183562 0.10052746879725247 0.03533936339717271 0.00037165950516031786 0.002417181284814712 0.0 0.012259501299639906
15.36 5.7464290702560765 81.39508473150698 9.07541773008684 3.190458536480256 69.12766143769211 0.7655250261436091 0.10050187219700943 0.03533138260075919 0.0003716646734653181 0.002547173705281646 0.0 0.012310615635022535
16.32 5.745783852608327 81.39201283920988 9.073153619619509 3.189751053004397 69.12756103254823 0.7655253662392183 0.10047698984098759 0.03532361487355105 0.0003716697179040029 0.002673538675282175 0.0 0.012360364686052326
17.28 5.74515905693663 81.38902721356982 9.070953506912048 3.1890627618177363 69.12746370749393 0.765525697207289 0.10045281043572034 0.03531605765991249 0.00037167464886475257 0.002796333557274469 0.0 0.012408764853565712
18.24 5.744555136134684 81.38613093402223 9.068819625107524 3.1883944312320835 69.12736954057496 0.7655260186703546 0.10042935855647506 0.03530871941344377 0.0003716794543344152 0.002915433560402917 0.0 0.012455762072790188
19.2 5.743969563694192 81.38331295926305 9.066743799334457 3.1877435791414066 69.12727814703636 0.7655263318131812 0.10040654439539952 0.03530157290031054 0.0003716841550456279 0.003031294780787016 0.0 0.012501530782065291
20.16 5.743402881144569 81.38057661202163 9.064728448914732 3.187111018949867 69.12718961696359 0.7655266362370606 0.10038439456830031 0.035294627066059577 0.00037168873994512374 0.0031437820638249474 0.0 0.012546013768683284
21.12 5.742854240970066 81.37791864090683 9.062771147093647 3.186496050728368 69.1271038255008 0.7655269322708654 0.10036288243218407 0.035287874240633045 0.00037169321117216817 0.0032530307254886206 0.0 0.012589260199299079
