time_d pH Ptot_atm pH2_atm pCO2_atm pCH4_atm CH4_g_mol H2_g_mol CO2_g_mol SO4 Formate Acetate Ca
0.0 7.0 3.004880686076338 0.0 3.004880686076338 0.0 0.0 0.0 0.0 0.0003700000000000017 0.0 1.0000000000000004e-06 0.004100000000000002
0.96 5.839661385817816 80.39655193283572 9.109148522682604 2.2351820962289404 69.04955033239028 0.7616034585266414 0.10047218245025016 0.02465363505959243 0.0003724795899404082 0.0001320099466779421 2.827324169815458e-11 0.010885804156952134
1.92 5.8385706694465584 80.39185294128461 9.105674641898728 2.2341015590316844 69.04940539224171 0.761603980850777 0.10043414590182861 0.02464178556379243 0.00037248515430716734 0.00032519471359522247 1.1639691288162846e-16 0.010961962208566819
2.88 5.83751775307744 80.38728688052537 9.102300128749302 2.2330498224228545 69.04926522800038 0.7616044895016503 0.10039719640684237 0.024630251522907667 0.0003724906394085496 0.0005128581265004956 2.3066803899863512e-24 0.011036091342160326
3.84 5.83650069560783 80.38284814253515 9.09902073229638 2.232025765256416 69.0491296030359 0.7616049850030135 0.10036128750957815 0.024619020677802195 0.00037249604786247217 0.0006952361476947852 0.0 0.011108270466822272
4.8 5.835518326299106 80.37853413741686 9.095834445480635 2.2310289429725363 69.04899837861367 0.76160546754871 0.10032639731582361 0.024608088185574004 0.0003725013749502965 0.0008724399950691433 0.0 0.011178530828828465
5.76 5.834570082540217 80.37434484688812 9.092741163166703 2.230059497282226 69.04887149962575 0.7616059370471046 0.10029252475110403 0.024597455631312267 0.0003725066152441427 0.001044475143645787 0.0 0.011246862358250382
6.72 5.83365316127931 80.37027056941633 9.089733627600564 2.2291153376781776 69.04874861179918 0.761606394490449 0.10025959042229601 0.024587100119310246 0.00037251177892927293 0.001211744833305638 0.0 0.011313412246378647
7.68 5.8327678311910605 80.36631432734197 9.086814000599434 2.2281972743648897 69.04862976549855 0.7616068394684493 0.10022761806209347 0.024577030559639886 0.00037251685293761874 0.0013741285515748135 0.0 0.011378123377310744
8.64 5.831911897869529 80.3624683158174 9.083976451480316 2.2273036128371873 69.04851468028737 0.7616072727872407 0.10019654388376012 0.024567228391453304 0.00037252183506057007 0.0015319502817215315 0.0 0.01144111512797592
9.6 5.831083885717342 80.35872801142283 9.081217568611137 2.226433420060661 69.0484031768723 0.7616076948812754 0.10016633058750911 0.024557683405361515 0.0003725267363779032 0.001685399475906652 0.0 0.011502453164878287
10.56 5.830283327030184 80.35509302732065 9.078537006258214 2.225586704771063 69.04829520521902 0.7616081057334235 0.1001369744412399 0.024548395718284387 0.0003725315492169866 0.001834495106216461 0.0 0.011562136828491115
11.52 5.8295095390649525 80.35156198362722 9.075933687101497 2.2247632421475 69.04819068732024 0.7616085054378868 0.10010846369871915 0.024539362884652433 0.00037253627146392276 0.0019792968447457987 0.0 0.011620181914446925
12.48 5.828760816461954 80.34812873111197 9.073403021217068 2.223961688705769 69.04808940675329 0.7616088946335632 0.10008074814122891 0.024530570186581488 0.00037254090745226967 0.0021200597587176344 0.0 0.011676683067967137
13.44 5.828037219477715 80.34479501707895 9.070946245739062 2.2231825339497555 69.04799138417184 0.7616092730725283 0.10005384136185495 0.024522023011110998 0.00037254545286238876 0.00225671482719318 0.0 0.011731605753346256
14.4 5.827336810052018 80.3415533262891 9.068557774699899 2.2224240991181685 69.04789636839656 0.7616096415592036 0.10002768222523893 0.024513702959128705 0.0003725499093398634 0.002389572560648216 0.0 0.011785068264618559
15.36 5.826659411180594 80.33840419132399 9.066237955287747 2.221686582208152 69.04780434673633 0.7616099999862376 0.10000227457377872 0.02450561221827831 0.0003725542766102061 0.002518613456478723 0.0 0.011837056608358968
16.32 5.826003524053133 80.33534197427174 9.063982589961176 2.2209687337246 69.04771512779499 0.7616103489502725 0.0999775724720129 0.02449773709626854 0.00037255855957676095 0.002644070823770923 0.0 0.011887658813981863
17.28 5.825369644147977 80.33236990616463 9.061794026164083 2.220271362572626 69.04762878640062 0.7616106880515736 0.09995360165967178 0.02449008647853183 0.00037256274470892593 0.0027658139537078833 0.0 0.011936817885070884
18.24 5.824756232844861 80.32948248101819 9.059668157018292 2.2195932629985293 69.04754512865868 0.7616110178662568 0.09993031720025616 0.024482647154737174 0.00037256685344121826 0.002884071072554239 0.0 0.011984618687923164
19.2 5.824161593693608 80.32667230103559 9.057599513907148 2.2189327322185464 69.04746392760661 0.761611339215488 0.09990765921692175 0.02447540045192224 0.00037257087770731337 0.002999146301076716 0.0 0.012031181301893531
