% Gypsum 34 C degree
% Time(days)  H2  CO2  CH4  H2S  SO4  FeS  Biomass  Acetate (mmol/L)
  1.037594      6.30451      1.23138    0.0657413     0.178346      2.42188    0.0320956    0.0491049     0.452432
  1.054887      6.27505      1.22438    0.0668356     0.180926      2.53774    0.0328346    0.0495113     0.455091
  1.072180      6.24571      1.21744    0.0679299     0.183495      2.65361    0.0335835    0.0499158     0.457714
  1.089474      6.21651      1.21057    0.0690241     0.186055      2.76947    0.0343423    0.0503186     0.460303
  1.106767      6.18743      1.20376    0.0701182     0.188604      2.88534    0.0351109    0.0507197      0.46286
  1.124060      6.15847      1.19701    0.0712123     0.191144       3.0012    0.0358892    0.0511191     0.465384
  1.141353      6.12963      1.19033    0.0723064     0.193674      3.11707    0.0366771    0.0515169     0.467877
  1.158647      6.10091      1.18369    0.0734004     0.196194      3.23293    0.0374744    0.0519131     0.470341
  1.175940       6.0723      1.17712    0.0744944     0.198705       3.3488    0.0382812    0.0523078     0.472775
  1.193233      6.04379      1.17059    0.0755884     0.201206      3.46466    0.0390973     0.052701     0.475181
  1.210526       6.0154      1.16412    0.0766823     0.203698      3.58053    0.0399225    0.0530927     0.477559
  1.227820       5.9871       1.1577    0.0777761      0.20618      3.69639    0.0407569     0.053483      0.47991
  1.245113       5.9589      1.15133    0.0788699     0.208654      3.81226    0.0416003     0.053872     0.482235
  1.262406       5.9308      1.14501    0.0799637     0.211118      3.92812    0.0424527    0.0542596     0.484535
  1.279699      5.90279      1.13873    0.0810574     0.213573      4.04398    0.0433139    0.0546459      0.48681
  1.296992      5.87488       1.1325    0.0821511      0.21602      4.15985    0.0441838    0.0550309     0.489061
  1.314286      5.84705      1.12631    0.0832447     0.218457      4.27571    0.0450624    0.0554147     0.491288
  1.331579      5.81931      1.12016    0.0843383     0.220886      4.39158    0.0459496    0.0557972     0.493493
  1.348872      5.79166      1.11406    0.0854318     0.223306      4.50744    0.0468453    0.0561786     0.495675
  1.366165      5.76408        1.108    0.0865253     0.225717      4.62331    0.0477494    0.0565588     0.497835
  1.383459      5.73659      1.10198    0.0876187     0.228121      4.73917    0.0486618    0.0569378     0.499974
  1.400752      5.70917      1.09599    0.0887121     0.230515      4.85504    0.0495825    0.0573158     0.502093
  1.418045      5.68184      1.09005    0.0898055     0.232902       4.9709    0.0505113    0.0576926     0.504191
  1.435338      5.65457      1.08414    0.0908988      0.23528      5.08677    0.0514481    0.0580684     0.506269
  1.452632      5.62738      1.07827     0.091992      0.23765      5.20263     0.052393    0.0584432     0.508329
  1.469925      5.60026      1.07243    0.0930852     0.240011       5.3185    0.0533457     0.058817     0.510369
  1.487218      5.57321      1.06662    0.0941784     0.242365      5.43436    0.0543063    0.0591897     0.512391
  1.504511      5.54622      1.06085    0.0952715     0.244711      5.55023    0.0552746    0.0595615     0.514395
  1.521805       5.5193      1.05512    0.0963646      0.24705      5.66609    0.0562506    0.0599323     0.516381
  1.539098      5.49245      1.04941    0.0974576      0.24938      5.78195    0.0572341    0.0603022     0.518351
  1.556391      5.46566      1.04374    0.0985506     0.251703      5.89782    0.0582251    0.0606712     0.520303
  1.573684      5.43893      1.03809    0.0996435     0.254018      6.01368    0.0592236    0.0610392     0.522239
  1.590977      5.41226      1.03248     0.100736     0.256326      6.12955    0.0602294    0.0614064     0.524159
  1.608271      5.38565      1.02689     0.101829     0.258626      6.24541    0.0612425    0.0617727     0.526063
  1.625564       5.3591      1.02133     0.102922     0.260919      6.36128    0.0622628    0.0621382     0.527952
  1.642857       5.3326       1.0158     0.104015     0.263204      6.47714    0.0632901    0.0625028     0.529826
  1.660150      5.30616       1.0103     0.105107     0.265482      6.59301    0.0643245    0.0628667     0.531685
  1.677444      5.27977      1.00482       0.1062     0.267754      6.70887    0.0653659    0.0632297     0.533529
  1.694737      5.25343     0.999374     0.107293     0.270018      6.82474    0.0664142    0.0635919     0.535359
  1.712030      5.22715     0.993949     0.108385     0.272275       6.9406    0.0674693    0.0639534     0.537176
  1.729323      5.20092      0.98855     0.109478     0.274525      7.05647    0.0685311    0.0643141     0.538978
  1.746617      5.17474     0.983174      0.11057     0.276769      7.17233    0.0695996     0.064674     0.540768
  1.763910       5.1486     0.977823     0.111662     0.279005       7.2882    0.0706747    0.0650332     0.542544
  1.781203      5.12251     0.972495     0.112755     0.281235      7.40406    0.0717564    0.0653917     0.544308
  1.798496      5.09647      0.96719     0.113847     0.283458      7.51992    0.0728445    0.0657495     0.546059
  1.815789      5.07048     0.961908     0.114939     0.285675      7.63579     0.073939    0.0661066     0.547797
  1.833083      5.04453     0.956647     0.116031     0.287885      7.75165    0.0750398     0.066463     0.549524
  1.850376      5.01863     0.951408     0.117123     0.290089      7.86752    0.0761468    0.0668187     0.551238
  1.867669      4.99276     0.946191     0.118216     0.292286      7.98338      0.07726    0.0671737     0.552941
  1.884962      4.96694     0.940994     0.119308     0.294478      8.09925    0.0783794    0.0675281     0.554632
  1.902256      4.94117     0.935818       0.1204     0.296662      8.26045    0.0795049    0.0678819     0.556312
  1.919549      4.91544     0.930667     0.121491     0.298839      8.72391    0.0806381    0.0682348     0.557979
  1.936842      4.88977     0.925545     0.122583     0.301007      9.18737    0.0817803    0.0685869     0.559629
  1.954135      4.86417     0.920452     0.123675     0.303166      9.65083    0.0829314    0.0689382     0.561265
  1.971429      4.83861     0.915386     0.124767     0.305315      10.1143    0.0840913    0.0692886     0.562885
  1.988722      4.81312     0.910348     0.125858     0.307456      10.5777      0.08526    0.0696382     0.564491
  2.006015      4.78767     0.905337      0.12695     0.309587      11.0412    0.0864375     0.069987     0.566082
  2.023308      4.76229     0.900352     0.128042      0.31171      11.5047    0.0876237    0.0703351     0.567659
  2.040602      4.73695     0.895394     0.129133     0.313824      11.9681    0.0888186    0.0706823     0.569222
  2.057895      4.71167     0.890461     0.130225     0.315929      12.4316    0.0900221    0.0710287     0.570771
  2.075188      4.68644     0.885553     0.131316     0.318025       12.895    0.0912343    0.0713744     0.572307
  2.092481      4.66126      0.88067     0.132407     0.320112      13.3585    0.0924551    0.0717193     0.573829
  2.109774      4.63613     0.875811     0.133498      0.32219       13.822    0.0936844    0.0720635     0.575338
  2.127068      4.61104     0.870977      0.13459      0.32426      14.2854    0.0949223    0.0724069     0.576834
  2.144361      4.58601     0.866166     0.135681     0.326321      14.7489    0.0961686    0.0727496     0.578318
  2.161654      4.56103     0.861378     0.136772     0.328374      15.2123    0.0974234    0.0730916     0.579788
  2.178947      4.53609     0.856614     0.137863     0.330417      15.6758    0.0986866    0.0734329     0.581247
  2.196241      4.51119     0.851872     0.138954     0.332453      16.1392    0.0999581    0.0737735     0.582693
  2.213534      4.48635     0.847152     0.140045     0.334479      16.6027     0.101238    0.0741134     0.584127
  2.230827      4.46154     0.842454     0.141135     0.336497      17.0662     0.102526    0.0744526     0.585549
  2.248120      4.43678     0.837778     0.142226     0.338507      17.5296     0.103823    0.0747912      0.58696
  2.265414      4.41207     0.833123     0.143317     0.340508      17.9931     0.105127    0.0751291     0.588359
  2.282707       4.3874     0.828489     0.144407     0.342501      18.4565      0.10644    0.0754663     0.589747
  2.300000      4.36277     0.823875     0.145498     0.344485        18.92     0.107761    0.0758029     0.591123
  2.317293      4.33818     0.819282     0.146589     0.346461      19.3835      0.10909    0.0761388     0.592488
  2.334586      4.31363     0.814709     0.147679     0.348429      19.8469     0.110428    0.0764741     0.593843
  2.351880      4.28913     0.810156     0.148769     0.350388      20.3104     0.111773    0.0768087     0.595187
  2.369173      4.26466     0.805623      0.14986     0.352339      20.7738     0.113126    0.0771428      0.59652
  2.386466      4.24024     0.801109      0.15095     0.354282      21.2373     0.114488    0.0774762     0.597842
  2.403759      4.21585     0.796614      0.15204     0.356217      21.7008     0.115857     0.077809     0.599155
  2.421053       4.1915     0.792137      0.15313     0.358143      22.1642     0.117234    0.0781413     0.600457
  2.438346      4.16719      0.78768      0.15422     0.360062      22.6277     0.118619    0.0784729     0.601749
  2.455639      4.14292      0.78324      0.15531     0.361972      23.0911     0.120012    0.0788039     0.603031
  2.472932      4.11869     0.778819       0.1564     0.363874      23.5546     0.121413    0.0791344     0.604303
  2.490226      4.09449     0.774415      0.15749     0.365769       24.018     0.122822    0.0794642     0.605566
  2.507519      4.07033     0.770029     0.158579     0.367655      24.4815     0.124238    0.0797935     0.606819
  2.524812       4.0462      0.76566     0.159669     0.369533       24.945     0.125662    0.0801223     0.608062
  2.542105      4.02211     0.761309     0.160758     0.371403      25.4084     0.127094    0.0804504     0.609296
  2.559398      3.99806     0.756975     0.161848     0.373266      25.8719     0.128534     0.080778     0.610521
  2.576692      3.97404     0.752657     0.162937      0.37512      26.3353     0.129981    0.0811051     0.611737
  2.593985      3.95005     0.748356     0.164027     0.376967      26.7988     0.131435    0.0814316     0.612943
  2.611278       3.9261     0.744071     0.165116     0.378805      27.2623     0.132898    0.0817576     0.614141
  2.628571      3.90218     0.739803     0.166205     0.380636      27.7257     0.134367     0.082083      0.61533
  2.645865       3.8783     0.735551     0.167294      0.38246      28.1892     0.135845    0.0824079      0.61651
  2.663158      3.85444     0.731314     0.168383     0.384275      28.6526     0.137329    0.0827323     0.617681
  2.680451      3.83062     0.727093     0.169472     0.386083      29.1161     0.138822    0.0830562     0.618844
  2.697744      3.80684     0.722888     0.170561     0.387883      29.5795     0.140321    0.0833795     0.619999
  2.715038      3.78308     0.718698      0.17165     0.389675       30.043     0.141828    0.0837023     0.621145
  2.732331      3.75936     0.714524     0.172738      0.39146      30.5065     0.143343    0.0840246     0.622282
  2.749624      3.73567     0.710364     0.173827     0.393238      30.9699     0.144864    0.0843464     0.623412
  2.766917      3.71201     0.706219     0.174916     0.395007      31.4334     0.146393    0.0846677     0.624533
  2.784211      3.68838     0.702089     0.176004     0.396769      31.8968     0.147929    0.0849885     0.625646
  2.801504      3.66478     0.697974     0.177092     0.398524      32.3603     0.149473    0.0853088     0.626751
  2.818797      3.64121     0.693873     0.178181     0.400271      32.8238     0.151023    0.0856286     0.627849
  2.836090      3.61767     0.689788     0.179269     0.402011      33.2872     0.152581    0.0859479     0.628938
  2.853383      3.59416     0.685717     0.180357     0.403742      33.7507     0.154148    0.0862666     0.630018
  2.870677      3.57069     0.681661     0.181445     0.405466      34.2141     0.155721    0.0865849     0.631092
  2.887970      3.54724     0.677616     0.182533     0.407183      34.6776     0.157299    0.0869028     0.632158
  2.905263      3.52381     0.673583     0.183621     0.408896      35.0958     0.158883    0.0872202     0.633219
  2.922556       3.5004     0.669558     0.184708     0.410604      35.4105     0.160471    0.0875373     0.634274
  2.939850      3.47701     0.665543     0.185796     0.412308      35.7253     0.162063    0.0878541     0.635324
  2.957143      3.45364     0.661535     0.186884     0.414008        36.04     0.163658    0.0881705     0.636369
  2.974436      3.43028     0.657535     0.187971     0.415705      36.3547     0.165257    0.0884866      0.63741
  2.991729      3.40694     0.653542     0.189058     0.417399      36.6695     0.166858    0.0888024     0.638447
  3.009023      3.38362     0.649557     0.190146      0.41909      36.9842     0.168461    0.0891179      0.63948
  3.026316      3.36031     0.645578     0.191233     0.420778      37.2989     0.170068     0.089433     0.640508
  3.043609      3.33702     0.641607      0.19232     0.422463      37.6137     0.171677    0.0897479     0.641532
  3.060902      3.31374     0.637644     0.193407     0.424145      37.9284     0.173288    0.0900624     0.642552
  3.078195      3.29048     0.633687     0.194494     0.425824      38.2432     0.174902    0.0903766     0.643568
  3.095489      3.26724     0.629738     0.195581     0.427501      38.5579     0.176519    0.0906905     0.644579
  3.112782      3.24401     0.625796     0.196667     0.429175      38.8726     0.178138    0.0910041     0.645586
  3.130075       3.2208     0.621862     0.197754     0.430846      39.1874     0.179759    0.0913174     0.646588
  3.147368       3.1976     0.617935      0.19884     0.432514      39.5021     0.181383    0.0916303     0.647587
  3.164662      3.17442     0.614016     0.199927      0.43418      39.8168     0.183009     0.091943     0.648581
  3.181955      3.15126     0.610104     0.201013     0.435843      40.1316     0.184637    0.0922553      0.64957
  3.199248      3.12812       0.6062     0.202099     0.437503      40.4463     0.186268    0.0925673     0.650555
  3.216541      3.10499     0.602304     0.203185     0.439161      40.7611     0.187901    0.0928789     0.651536
  3.233835      3.08188     0.598415     0.204271     0.440817      41.0758     0.189536    0.0931903     0.652512
  3.251128      3.05879     0.594535     0.205357      0.44247      41.3905     0.191173    0.0935013     0.653484
  3.268421      3.03571     0.590662     0.206443      0.44412      41.7053     0.192812    0.0938119     0.654451
  3.285714      3.01265     0.586798     0.207528     0.445768        42.02     0.194453    0.0941222     0.655413
  3.303008      2.98961     0.582942     0.208614     0.447414      42.3347     0.196097    0.0944322     0.656371
  3.320301      2.96659     0.579094     0.209699     0.449057      42.6495     0.197742    0.0947419     0.657324
  3.337594      2.94359     0.575255     0.210784     0.450698      42.9642     0.199389    0.0950512     0.658272
  3.354887      2.92061     0.571425      0.21187     0.452337      43.2789     0.201038    0.0953601     0.659215
  3.372180      2.89764     0.567603     0.212955     0.453974      43.5937     0.202689    0.0956687     0.660153
  3.389474       2.8747      0.56379     0.214039     0.455608      43.9084     0.204342    0.0959769     0.661087
  3.406767      2.85178     0.559987     0.215124      0.45724      44.2232     0.205997    0.0962848     0.662015
  3.424060      2.82887     0.556193     0.216209      0.45887      44.5379     0.207654    0.0965923     0.662938
  3.441353      2.80599     0.552408     0.217293     0.460497      44.8526     0.209312    0.0968994     0.663855
  3.458647      2.78313     0.548634     0.218378     0.462123      45.1674     0.210972    0.0972061     0.664767
  3.475940      2.76029     0.544869     0.219462     0.463747      45.4821     0.212633    0.0975124     0.665674
  3.493233      2.73748     0.541115     0.220546     0.465368      45.7968     0.214297    0.0978184     0.666574
  3.510526      2.71469     0.537371      0.22163     0.466988      46.1116     0.215962    0.0981239      0.66747
  3.527820      2.69192     0.533638     0.222714     0.468605      46.4263     0.217628    0.0984291     0.668359
  3.545113      2.66917     0.529916     0.223797     0.470221      46.7411     0.219296    0.0987338     0.669242
  3.562406      2.64645     0.526206     0.224881     0.471834      47.0558     0.220965    0.0990381     0.670119
  3.579699      2.62376     0.522507     0.225964     0.473446      47.3705     0.222636     0.099342     0.670989
  3.596992      2.60109      0.51882     0.227048     0.475055      47.6853     0.224309    0.0996454     0.671853
  3.614286      2.57845     0.515146     0.228131     0.476663           48     0.225982    0.0999484     0.672711
  3.631579      2.55583     0.511484     0.229214     0.478269      48.3147     0.227658     0.100251     0.673561
  3.648872      2.53325     0.507836     0.230296     0.479873      48.6295     0.229334     0.100553     0.674405
  3.666165      2.51069     0.504201     0.231379     0.481476      48.9442     0.231012     0.100855     0.675241
  3.683459      2.48817     0.500579     0.232461     0.483077      49.2589     0.232691     0.101156      0.67607
  3.700752      2.46567     0.496973     0.233544     0.484675      49.5737     0.234371     0.101456     0.676891
  3.718045      2.44321     0.493381     0.234626     0.486273      49.8884     0.236053     0.101756     0.677704
  3.735338      2.42078     0.489804     0.235708     0.487868      50.2032     0.237735     0.102056     0.678509
  3.752632      2.39838     0.486244     0.236789     0.489462      50.5179     0.239419     0.102355     0.679306
  3.769925      2.37602     0.482699     0.237871     0.491054      50.8326     0.241104     0.102653     0.680095
  3.787218       2.3537     0.479172     0.238952     0.492644      51.1474      0.24279     0.102951     0.680874
  3.804511      2.33141     0.475661     0.240034     0.494233      51.4621     0.244478     0.103248     0.681644
  3.821805      2.30916     0.472169     0.241115     0.495821      51.7768     0.246166     0.103545     0.682405
  3.839098      2.28696     0.468696     0.242195     0.497406      52.0916     0.247855     0.103841     0.683157
  3.856391      2.26479     0.465241     0.243276      0.49899      52.4063     0.249545     0.104137     0.683898
  3.873684      2.24266     0.461807     0.244357     0.500573      52.7211     0.251236     0.104432     0.684629
  3.890977      2.22058     0.458393     0.245437     0.502154      53.0358     0.252928     0.104726     0.685349
  3.908271      2.19855        0.455     0.246517     0.503734      53.2347     0.254621     0.105019     0.686058
  3.925564      2.17656     0.451629     0.247597     0.505312      53.3074     0.256315     0.105312     0.686757
  3.942857      2.15462      0.44828     0.248676     0.506889        53.38     0.258009     0.105604     0.687443
  3.960150      2.13273     0.444955     0.249756     0.508464      53.4526     0.259705     0.105896     0.688117
  3.977444      2.11088     0.441654     0.250835     0.510038      53.5253     0.261401     0.106186     0.688779
  3.994737       2.0891     0.438378     0.251914      0.51161      53.5979     0.263098     0.106476     0.689429
  4.012030      2.06736     0.435127     0.252993     0.513181      53.6705     0.264795     0.106765     0.690065
  4.029323      2.04569     0.431903     0.254072     0.514751      53.7432     0.266493     0.107053     0.690688
  4.046617      2.02407     0.428706      0.25515     0.516319      53.8158     0.268192     0.107341     0.691297
  4.063910      2.00251     0.425537     0.256228     0.517886      53.8884     0.269892     0.107627     0.691891
  4.081203      1.98101     0.422397     0.257306     0.519451      53.9611     0.271592     0.107913     0.692471
  4.098496      1.95957     0.419287     0.258383     0.521016      54.0337     0.273293     0.108198     0.693036
  4.115789       1.9382     0.416206     0.259461     0.522578      54.1063     0.274994     0.108482     0.693585
  4.133083       1.9169     0.413158     0.260538      0.52414      54.1789     0.276696     0.108764     0.694119
  4.150376      1.89566     0.410141     0.261615       0.5257      54.2516     0.278398     0.109046     0.694636
  4.167669      1.87449     0.407157     0.262691      0.52726      54.3242     0.280101     0.109327     0.695137
  4.184962      1.85339     0.404207     0.263768     0.528817      54.3968     0.281804     0.109607      0.69562
  4.202256      1.83237     0.401291     0.264844     0.530374      54.4695     0.283508     0.109886     0.696086
  4.219549      1.81142     0.398411     0.265919     0.531929      54.5421     0.285212     0.110164     0.696535
  4.236842      1.79054     0.395566     0.266995     0.533483      54.6147     0.286916     0.110441     0.696965
  4.254135      1.76975     0.392758      0.26807     0.535036      54.6874     0.288621     0.110717     0.697377
  4.271429      1.74903     0.389988     0.269145     0.536588        54.76     0.290326     0.110992      0.69777
  4.288722      1.72839     0.387255      0.27022     0.538139      54.8326     0.292032     0.111265     0.698144
  4.306015      1.70783     0.384561     0.271294     0.539688      54.9053     0.293737     0.111538     0.698498
  4.323308      1.68736     0.381907     0.272368     0.541236      54.9779     0.295443     0.111809     0.698833
  4.340602      1.66697     0.379292     0.273442     0.542783      55.0505     0.297149     0.112079     0.699148
  4.357895      1.64667     0.376717     0.274515     0.544329      55.1232     0.298856     0.112348     0.699443
  4.375188      1.62645     0.374182     0.275588     0.545873      55.1958     0.300562     0.112616     0.699718
  4.392481      1.60631     0.371688     0.276661     0.547417      55.2684     0.302269     0.112883     0.699972
  4.409774      1.58627     0.369236     0.277733     0.548959      55.3411     0.303976     0.113148     0.700206
  4.427068      1.56631     0.366825     0.278805       0.5505      55.4137     0.305682     0.113412     0.700419
  4.444361      1.54644     0.364455     0.279877      0.55204      55.4863     0.307389     0.113675     0.700611
  4.461654      1.52666     0.362127     0.280948     0.553579      55.5589     0.309096     0.113937     0.700782
  4.478947      1.50697     0.359841     0.282019     0.555116      55.6316     0.310803     0.114198     0.700933
  4.496241      1.48736     0.357597     0.283089     0.556653      55.7042      0.31251     0.114457     0.701063
  4.513534      1.46785     0.355394     0.284159     0.558188      55.7768     0.314217     0.114715     0.701173
  4.530827      1.44842     0.353232     0.285229     0.559722      55.8495     0.315924     0.114972     0.701261
  4.548120      1.42908     0.351111     0.286298     0.561255      55.9221     0.317631     0.115228      0.70133
  4.565414      1.40983     0.349032     0.287367     0.562787      55.9947     0.319338     0.115482     0.701378
  4.582707      1.39066     0.346992     0.288436     0.564318      56.0674     0.321044     0.115736     0.701406
  4.600000      1.37159     0.344993     0.289504     0.565847        56.14     0.322751     0.115988     0.701414
  4.617293      1.35259     0.343033     0.290571     0.567376      56.2126     0.324457     0.116239     0.701403
  4.634586      1.33368     0.341112     0.291639     0.568903      56.2853     0.326163     0.116489     0.701373
  4.651880      1.31486     0.339229     0.292705     0.570429      56.3579     0.327869     0.116737     0.701324
  4.669173      1.29611     0.337384     0.293771     0.571953      56.4305     0.329575     0.116985     0.701256
  4.686466      1.27745     0.335575     0.294837     0.573477      56.5032     0.331281     0.117231      0.70117
  4.703759      1.25886     0.333803     0.295902     0.574999      56.5758     0.332986     0.117476     0.701067
  4.721053      1.24035     0.332065     0.296967      0.57652      56.6484     0.334691     0.117721     0.700946
  4.738346      1.22192     0.330362     0.298031      0.57804      56.7211     0.336395     0.117964     0.700809
  4.755639      1.20356     0.328693     0.299095     0.579558      56.7937       0.3381     0.118206     0.700655
  4.772932      1.18528     0.327056     0.300158     0.581076      56.8663     0.339804     0.118447     0.700485
  4.790226      1.16706      0.32545     0.301221     0.582591      56.9389     0.341507     0.118687       0.7003
  4.807519      1.14892     0.323875     0.302283     0.584106      57.0116      0.34321     0.118926       0.7001
  4.824812      1.13084      0.32233     0.303344     0.585619      57.0842     0.344913     0.119164     0.699886
  4.842105      1.11283     0.320813     0.304405     0.587131      57.1568     0.346615     0.119402     0.699657
  4.859398      1.09489     0.319324     0.305465     0.588641      57.2295     0.348317     0.119638     0.699416
  4.876692        1.077     0.317861     0.306524      0.59015      57.3021     0.350018     0.119873     0.699162
  4.893985      1.05918     0.316424     0.307583     0.591658      57.3747     0.351719     0.120108     0.698895
  4.911278      1.04141     0.315012     0.308641     0.593163      57.4474     0.353419     0.120342     0.698617
  4.928571       1.0237     0.313623     0.309699     0.594668        57.52     0.355119     0.120575     0.698327
  4.945865      1.00605     0.312256     0.310756      0.59617      57.5926     0.356818     0.120807     0.698027
  4.963158     0.988448     0.310911     0.311812     0.597671      57.6653     0.358516     0.121038     0.697716
  4.980451       0.9709     0.309587     0.312867     0.599171      57.7379     0.360214     0.121269     0.697396
  4.997744     0.953402     0.308282     0.313921     0.600668      57.8105     0.361911     0.121498     0.697067
  5.015038     0.935953     0.306996     0.314975     0.602164      57.8832     0.363608     0.121727     0.696729
  5.032331     0.918552     0.305727     0.316028     0.603658      57.9558     0.365304     0.121956     0.696382
  5.049624     0.901197     0.304476      0.31708      0.60515      58.0284     0.366999     0.122183     0.696028
