Time,nH2_g,nCO2_g,nCH4_g,nH2S_g,H2_aq,CO2_aq,SO4,FeS,X,Acetate,HCO3,S_tot,Lag,Fe_pool,H2S_aq,HS_aq,r_meth,r_sulf,r_precip,r_aceto
0,9.074,2.464,0,0.001,1.2368465,14.640032,5.7,0.01,0.01,0,0,1,0,0.1,0.69123615,0.30876385,0.0022080194,0.0030377808,0,0.014929882
0.0076030412,9.0739986,2.4639993,2.576127e-07,0.0041239559,1.2363121,14.639834,5.7025117,0.01,0.010070507,0.00011547753,0,0.79175977,0.0061178003,0.1,0.54675477,0.245005,0.0023070233,0.0031411408,0,0.015434722
0.015206082,9.073995,2.4639974,5.2566219e-07,0.0063526655,1.2359079,14.639701,5.7050225,0.01,0.010143255,0.00023454039,0,0.64320337,0.012198493,0.1,0.44373044,0.19947293,0.0023915668,0.0032315599,0,0.015875842
0.022809124,9.0739897,2.4639949,8.0267335e-07,0.007942852,1.2356,14.639608,5.7075324,0.01,0.010217974,0.00035676502,0,0.53721582,0.018242616,0.1,0.37024613,0.16696969,0.0024646614,0.0033121953,0,0.016268778
0.030412165,9.0739831,2.4639919,1.0874966e-06,0.0090775082,1.2353633,14.639538,5.7100415,0.01,0.010294462,0.00048183492,0,0.46159753,0.024250697,0.1,0.31781551,0.14378202,0.0025289746,0.0033856173,0,0.016626172
0.038015206,9.0739755,2.4639886,1.3792614e-06,0.0098871037,1.2351793,14.639484,5.7125499,0.01,0.010372573,0.00060951928,0,0.4076505,0.030223253,0.1,0.28039388,0.12725662,0.0025867248,0.0034538482,0,0.016957967
0.045618247,9.0739671,2.463985,1.6773242e-06,0.010464683,1.2350342,14.639438,5.7150576,0.01,0.0104522,0.00073965382,0,0.36917174,0.036160791,0.1,0.2536746,0.11549714,0.0026396828,0.0035184433,0,0.017271808
0.053221289,9.073958,2.4639814,1.9812204e-06,0.010876616,1.2349178,14.639397,5.7175646,0.01,0.010533269,0.0008721251,0,0.34173651,0.042063804,0.1,0.23458864,0.10714788,0.0026892234,0.0035805803,0,0.017573481
0.06082433,9.0739485,2.4639776,2.2906227e-06,0.011170259,1.2348226,14.63936,5.7200709,0.01,0.010615733,0.0010068579,0,0.32218779,0.047932778,0.1,0.22094835,0.10123944,0.0027363943,0.0036411419,0,0.01786732
0.068427371,9.0739385,2.4639737,2.6053081e-06,0.011379407,1.234743,14.639324,5.7225765,0.01,0.01069956,0.0011438054,0,0.30827248,0.053768187,0.1,0.21119401,0.097078473,0.0027819835,0.0037007851,0,0.018156552
0.076030412,9.0739282,2.4639697,2.9251312e-06,0.011528186,1.2346747,14.639289,5.7250815,0.01,0.010784733,0.0012829423,0,0.29838223,0.059570494,0.1,0.20421328,0.094168944,0.0028265792,0.0037599976,0,0.018443571
0.083633453,9.0739176,2.4639657,3.250005e-06,0.011633822,1.2346148,14.639254,5.7275858,0.01,0.010871245,0.0014242588,0,0.29136863,0.065340153,0.1,0.19921273,0.092155905,0.0028706179,0.0038191412,0,0.018730148
0.091236495,9.0739067,2.4639616,3.5798852e-06,0.011708618,1.2345608,14.63922,5.7300894,0.01,0.010959096,0.0015677568,0,0.28641151,0.071077608,0.1,0.19562621,0.090785294,0.0029144231,0.003878484,0,0.019017601
0.098839536,9.0738956,2.4639574,3.9147596e-06,0.011761362,1.2345111,14.639186,5.7325924,0.01,0.011048292,0.0017134467,0,0.28292494,0.076783292,0.1,0.19304972,0.089875225,0.0029582341,0.0039382262,0,0.019306908
0.10644258,9.0738843,2.4639531,4.2546395e-06,0.011798335,1.2344645,14.639151,5.7350947,0.01,0.011138844,0.0018613458,0,0.28049027,0.082457629,0.1,0.19119482,0.089295448,0.0030022288,0.0039985176,0,0.019598803
0.11404562,9.0738727,2.4639488,4.5995538e-06,0.011824025,1.2344199,14.639116,5.7375964,0.01,0.011230763,0.0020114757,0,0.27880826,0.088101034,0.1,0.18985559,0.088952665,0.0030465394,0.0040594715,0,0.019893838
0.12164866,9.073861,2.4639444,4.9495443e-06,0.01184164,1.2343767,14.63908,5.7400974,0.01,0.011324067,0.0021638622,0,0.277665,0.09371391,0.1,0.18888496,0.088780038,0.0030912653,0.0041211748,0,0.020192439
0.1292517,9.073849,2.46394,5.304663e-06,0.011853476,1.2343344,14.639044,5.7425977,0.01,0.011418771,0.0023185335,0,0.27690752,0.099296654,0.1,0.18817786,0.088729664,0.0031364818,0.0041836949,0,0.020494932
0.13685474,9.0738368,2.4639354,5.6649692e-06,0.011861173,1.2342925,14.639008,5.7450973,0.01,0.011514894,0.0024755203,0,0.27642642,0.10484965,0.1,0.18765921,0.088767211,0.0031822465,0.0042470853,0,0.020801579
0.14445778,9.0738245,2.4639308,6.0305281e-06,0.011865906,1.2342509,14.638971,5.7475962,0.01,0.011612457,0.0026348551,0,0.27614342,0.11037328,0.1,0.18727536,0.088868061,0.0032286045,0.0043113894,0,0.021112588
