time_d pH Ptot_atm pH2_atm pCO2_atm pCH4_atm CH4_g_mol H2_g_mol CO2_g_mol SO4 Formate Acetate Ca
0.0 7.0 2.708877728118477 0.0 2.708877728118477 0.0 0.0 0.0 0.0 0.0003700000000000005 0.0 1.0000000000000008e-06 0.004100000000000005
0.96 5.866113244713019 80.14694793693556 9.106691897512704 2.0078985175418076 69.02954681864412 0.7606757319252466 0.10035180359438693 0.02212617270216962 0.00037259169974331816 0.0001353707293974199 2.0935267719262215e-11 0.010616612125959666
1.92 5.86500574513074 80.14226106659609 9.103226005501737 2.0068187808315896 69.02940516646778 0.7606762549351979 0.10031388578521891 0.022114335055544363 0.0003725969932114393 0.00032795383366840267 1.0756945860567012e-17 0.01069275860060789
2.88 5.863936705252963 80.13770585546028 9.099858580521516 2.0057675908417765 69.02926817475407 0.7606767643693254 0.1002770442781246 0.022102810031469362 0.0003726022235116318 0.0005150701624970796 7.015131021737277e-23 0.010766892749796957
3.84 5.862904492434828 80.13327824792768 9.096586517854513 2.004744183263963 69.02913565626362 0.7606772605780164 0.10024124519632123 0.022091589283082375 0.0003726073898752003 0.0006968917908187641 0.0 0.010839068378335913
4.8 5.8619076517964475 80.12897475225385 9.093407137568537 2.003747911374943 69.02900744529099 0.7606777438519206 0.10020645930352029 0.022080665750263403 0.0003726124888266139 0.000873567224025038 0.0 0.010909330999999344
5.76 5.860944800105108 80.12479183708587 9.090317742367297 2.0027780999341545 69.02888338244148 0.7606782144978378 0.10017265716413912 0.022070032056835172 0.0003726175181034136 0.001045245982008845 0.0 0.010977728173490494
6.72 5.860014641220293 80.1207263398316 9.087315909609071 2.0018341563588535 69.02876331980205 0.7606786727836675 0.10013981234572371 0.022059681732154113 0.0003726224745901796 0.001212062328500776 0.0 0.011044301606467967
7.68 5.859115931809004 80.11677517397479 9.084399278934445 2.000915496258385 69.02864711508603 0.7606791189741532 0.10010789909274888 0.022049608393704234 0.00037262735500283214 0.0013741470875248644 0.0 0.011109092431775172
8.64 5.858248168038698 80.11293812654779 9.081567621610272 2.000022183368903 69.02853472008479 0.7606795530208208 0.10007691496217325 0.02203981276222618 0.0003726321591072461 0.0015315126856957739 0.0 0.011172096123275466
