time_d pH Ptot_atm pH2_atm pCO2_atm pCH4_atm CH4_g_mol H2_g_mol CO2_g_mol SO4 Formate Acetate Ca
0.0 7.0 1.9477587280178463 0.0 1.9477587280178463 0.0 0.0 0.0 0.0 0.00037000000000000954 0.0 9.999999999999991e-07 0.0040999999999999995
0.96 5.982346820712531 79.5299041660094 9.099194131612037 1.4604693071326804 68.96812913739919 0.7582894024250045 0.10004363706719581 0.016057538634458333 0.0003720016009585125 0.00013628558188334347 6.1789727341043e-12 0.008157704014317358
1.92 5.980946197528696 79.52526326796868 9.09572231993802 1.459456413458443 68.96797244567679 0.7582898864586725 0.10000575630485627 0.01604644879076557 0.000372005223207827 0.0003286546011282466 9.446391980981696e-18 0.008229183849483977
2.88 5.979595339945216 79.52075192377251 9.092349044733705 1.4584691880616192 68.96782112215823 0.758290358623875 0.09996894936915175 0.016035639602097352 0.00037200886617205623 0.0005155704675041393 1.158628771905366e-23 0.00829885427403432
3.84 5.978292685451027 79.51636820680122 9.089072707675523 1.4575074629024285 68.96767500588554 0.7582908189647707 0.09993319894513908 0.016025109264618073 0.00037201252079094776 0.0006971210973822963 0.0 0.008366726936672602
4.8 5.977036816286297 79.51211043249054 9.085891904142866 1.4565711038707003 68.96753395038199 0.7582912675103666 0.09989848982315722 0.016014856343465854 0.00037201617617514915 0.000873383718722952 0.0 0.008432811114969498
5.76 5.975823774565896 79.50796829167355 9.082798790548072 1.4556580727696748 68.96739752673074 0.7582917052020139 0.09986473652619163 0.016004858553173337 0.00037201983456554294 0.0010447923921917844 0.0 0.008497250440414689
6.72 5.974653136702648 79.50394280828534 9.079794015079804 1.4547687821162905 68.96726569790125 0.7582921318123031 0.09983194622050277 0.01599512043761063 0.0003720234818440294 0.0012113107218087152 0.0 0.008560015680404334
7.68 5.9735225604098385 79.50002853058128 9.076873391364776 1.4539022170421412 68.96713821245636 0.7582925478004426 0.09980007331618759 0.015985630910491128 0.0003720271168091562 0.001373170218088517 0.0 0.008621178308437213
8.64 5.972431037680646 79.49622446719312 9.074036068283243 1.4530583363924463 68.96701497084536 0.7582929531582994 0.09976910861238551 0.01597638954629525 0.0003720307309452212 0.001530417597964446 0.0 0.008680741082803726
9.6 5.97137654819941 79.49252585259649 9.071278391426123 1.452236245246267 68.96689575607361 0.7582933482923573 0.09973901230910631 0.0159673865678572 0.0003720343225186875 0.001683254972585937 0.0 0.008738767044293935
10.56 5.970358282144237 79.48893206075458 9.0685997974339 1.451435958849308 68.96678048984704 0.7582937331710131 0.09970977833388123 0.015958622163917153 0.0003720378841324754 0.0018317131747369588 0.0 0.008795254995344389
11.52 5.969375273023347 79.48544150345907 9.065999022053518 1.450657254363064 68.96666907063825 0.7582941078822831 0.0996813929560485 0.015950093913002353 0.000372041411119067 0.001975861935042358 0.0 0.0088502205986434
12.48 5.968425511125149 79.48204926785436 9.063472312497867 1.449899183662286 68.9665612857221 0.7582944728601273 0.09965381528920307 0.01594179145200913 0.0003720449029678757 0.0021159088781117523 0.0 0.008903730633655123
13.44 5.967507432340552 79.47875148594444 9.061016714625492 1.4491610004870512 68.96645696689522 0.7582948284463358 0.09962701315036611 0.015933706624740477 0.0003720483577923524 0.002252017438430041 0.0 0.008955837700350048
14.4 5.966619522892742 79.47554438386791 9.058629348568868 1.448441972127566 68.96635595228739 0.7582951749763759 0.09960095516251637 0.0159258314222106 0.00037205177416451665 0.0023843469565174758 3.243386458439553e-22 0.009006593440335954
15.36 5.965761017050593 79.47242677342064 9.056309264554274 1.4477419373100757 68.96625816441909 0.7582955125128289 0.09957563101194387 0.015918164093037136 0.0003720551478829716 0.0025129498084278065 0.0 0.009056009164977388
16.32 5.964931285554279 79.46939783595916 9.054055793256873 1.447060809752994 68.96616353998276 0.758295841083079 0.09955103344253063 0.015910703706138337 0.0003720584759122531 0.0026378628438980794 0.0 0.009104090904062775
17.28 5.964128935769496 79.46645404906654 9.051866251642346 1.4463978971808205 68.9660719313373 0.7582961610057858 0.09952713321708266 0.015903442693020558 0.0003720617582968061 0.0027592345352126157 0.0 0.009150887441040874
18.24 5.963352846613235 79.46359254473931 9.049738455677065 1.4457526356281771 68.96598321804873 0.7582964725406163 0.09950390653713348 0.015896374888214597 0.00037206499000024874 0.002877185740253148 0.0 0.009196438542501687
19.2 5.962602287857027 79.46081190164688 9.047671298433121 1.4451247861781549 68.9658973243365 0.7582967757918609 0.0994813413616331 0.015889497686438204 0.000372068178052444 0.002991777607801014 0.0 0.009240761019578173
20.16 5.961875818290689 79.45810816206598 9.045661784502844 1.444513540009944 68.96581409616654 0.7582970711365967 0.09945940503382195 0.015882802239945322 0.0003720713145137631 0.003103175974662543 0.0 0.009283911887723588
